source,program,used_default_cpp,cents_per_point,flight_numbers,cabin,stops,connections,carriers,remaining_seats,bookable,comparable,depart_time,arrive_time,duration_minutes,mileage_cost,taxes_amount,taxes_currency,taxes_usd,fx_source,points_value_usd,effective_usd,stop_penalty_usd,duration_penalty_usd,time_penalty_usd,next_day_penalty_usd,seat_credit_usd,score,expensive_flag,dynamic_price_threshold_usd,flags,aircraft,fare_classes,availability_id,trip_id,departs_at_raw,arrives_at_raw,alternate_count,alternates
flyingblue,Air France/KLM Flying Blue,False,1.1,DL1927,economy,0,,DL,9,True,True,14:25,22:00,275,16000,20.44,USD,20.44,cache:2026-06-27,176.0,196.44,0.0,22.92,0.0,0,18.0,201.36,False,394.27,,Boeing 737-900,N,35nta4V4CgT1ETMQz3gh5wqpTI6,3AkXcGIh0gCYEFf4SMhS2hG8kMQ,2026-11-14T14:25:00Z,2026-11-14T22:00:00Z,1,"Virgin Atlantic Flying Club 22,000 + USD 5.60"
flyingblue,Air France/KLM Flying Blue,False,1.1,DL361,economy,0,,DL,3,True,True,11:35,19:11,276,16000,20.44,USD,20.44,cache:2026-06-27,176.0,196.44,0.0,23.0,0.0,0,6.0,213.44,False,394.27,,Boeing 737-900,N,35nta4V4CgT1ETMQz3gh5wqpTI6,3E0bDgAu8ESPc3uP2hVLvIDFZFN,2026-11-14T11:35:00Z,2026-11-14T19:11:00Z,1,"Virgin Atlantic Flying Club 22,000 + USD 5.60"
united,United MileagePlus,False,1.2,UA743,economy,0,,UA,9,True,True,12:45,20:40,295,19900,5.6,USD,5.6,cache:2026-06-27,238.8,244.4,0.0,24.58,0.0,0,18.0,250.98,False,394.27,,Airbus A319,YN,36szNxlBagrAREtnJn79PPLMSwZ,377k4WVNWu9BA7rab3jJhgD0Zz6,2026-11-14T12:45:00Z,2026-11-14T20:40:00Z,0,
flyingblue,Air France/KLM Flying Blue,False,1.1,DL772,economy,0,,DL,9,True,True,06:00,13:36,276,16000,20.44,USD,20.44,cache:2026-06-27,176.0,196.44,0.0,23.0,50.0,0,18.0,251.44,False,394.27,early departure,Boeing 737-900,N,35nta4V4CgT1ETMQz3gh5wqpTI6,3AkXcHwOPPHeMB3f4EpE7RuPIPg,2026-11-14T06:00:00Z,2026-11-14T13:36:00Z,1,"Virgin Atlantic Flying Club 22,000 + USD 5.60"
aeroplan,Air Canada Aeroplan,False,1.1,"UA790, UA1220",economy,1,EUG,UA,9,True,True,10:09,22:23,554,15000,46.7,CAD,32.89,cache:2026-06-27,165.0,197.89,50.0,46.17,0.0,0,18.0,276.05,False,394.27,,"Boeing 737-800, Change Of Equipment - All Codes","X, X",35x31jwhyZfqIb1j0j6e4EUtkl6,3Czz4ZqUqdz9QgzzejIuZlshwNO,2026-11-14T10:09:00Z,2026-11-14T22:23:00Z,0,
flyingblue,Air France/KLM Flying Blue,False,1.1,"DL920, DL2244",economy,1,SLC,"DL, DL",9,True,True,10:00,19:10,370,19000,30.24,USD,30.24,cache:2026-06-27,209.0,239.24,50.0,30.83,0.0,0,18.0,302.07,False,394.27,,"Airbus A319, Airbus A321","N, N",35nta4V4CgT1ETMQz3gh5wqpTI6,3E0bDg5zpE7tzMC8db8SWEX3gEW,2026-11-14T10:00:00Z,2026-11-14T19:10:00Z,1,"Virgin Atlantic Flying Club 27,500 + USD 5.60"
united,United MileagePlus,False,1.2,"UA755, UA4024",economy,1,IAD,"UA, UA",9,True,True,13:10,23:59,469,15000,5.6,USD,5.6,cache:2026-06-27,180.0,185.6,50.0,39.08,50.0,0,18.0,306.68,False,394.27,late arrival,"Boeing 777, Embraer E175","X, X",36szNxlBagrAREtnJn79PPLMSwZ,39iSGz1voPhrz1KEYysjjiUoxkg,2026-11-14T13:10:00Z,2026-11-14T23:59:00Z,1,"Air Canada Aeroplan 25,000 + CAD 46.70"
flyingblue,Air France/KLM Flying Blue,False,1.1,"DL1421, DL802",economy,1,LAX,"DL, DL",2,True,True,08:55,19:14,439,18000,30.24,USD,30.24,cache:2026-06-27,198.0,228.24,50.0,36.58,0.0,0,4.0,310.82,False,394.27,,"Boeing 737-800, Boeing 757-300","N, N",35nta4V4CgT1ETMQz3gh5wqpTI6,3E0bDgRk6LHRugh0yQER3nAIOAl,2026-11-14T08:55:00Z,2026-11-14T19:14:00Z,1,"Virgin Atlantic Flying Club 26,000 + USD 5.60"
alaska,Alaska Atmos Rewards,False,1.5,"AS68, AS313",economy,1,SEA,AS,9,True,True,06:05,16:47,462,12500,5.6,USD,5.6,cache:2026-06-27,187.5,193.1,50.0,38.5,50.0,0,18.0,313.6,False,394.27,early departure,"Boeing 737-900, Boeing 737-900","T, T",364opGqqqxOXDZBbDmwIKmgpujI,3E0bE4hhSdswAhCp5Ba4R8mOJHb,2026-11-14T06:05:00Z,2026-11-14T16:47:00Z,0,
alaska,Alaska Atmos Rewards,False,1.5,"AA2114, AA1287",economy,1,PHX,AA,8,True,True,12:20,22:50,450,15000,18.1,USD,18.1,cache:2026-06-27,225.0,243.1,50.0,37.5,0.0,0,16.0,314.6,False,394.27,,"Boeing 737 MAX 8, Boeing 737-800","T, T",364opGqqqxOXDZBbDmwIKmgpujI,3A3JUGLcXxtSACwvWQDokTME9R6,2026-11-14T12:20:00Z,2026-11-14T22:50:00Z,0,
