source,program,used_default_cpp,cents_per_point,flight_numbers,cabin,stops,connections,carriers,remaining_seats,bookable,comparable,depart_time,arrive_time,duration_minutes,mileage_cost,taxes_amount,taxes_currency,taxes_usd,fx_source,points_value_usd,effective_usd,stop_penalty_usd,duration_penalty_usd,time_penalty_usd,next_day_penalty_usd,seat_credit_usd,score,expensive_flag,dynamic_price_threshold_usd,flags,aircraft,fare_classes,availability_id,trip_id,departs_at_raw,arrives_at_raw
american,American AAdvantage,False,2.0,"AA1108, AA1439, AS2302",economy,2,"DFW, PSP","AA, AA, AS",0,False,True,05:11,13:46,695,12500,5.6,USD,5.6,cache:2026-06-27,250.0,255.6,100.0,57.92,100.0,0,0.0,513.52,False,428.0,"not_enough_seats, exceeds_preferred_stops, very early departure","Boeing 737-800, Airbus A321, Embraer E175",,37x7SxmlPNsobbPCYdhYO2DiVKE,3DgF2FLtQyetrjJGw5AG4D2O2KW,2026-12-04T05:11:00Z,2026-12-04T13:46:00Z
alaska,Alaska Atmos Rewards,False,1.5,"AA1108, AA1660, AS1417",economy,2,"DFW, LAX","AA, AS",4,True,True,05:11,12:27,616,22500,18.1,USD,18.1,cache:2026-06-27,337.5,355.6,100.0,51.33,100.0,0,8.0,598.93,False,428.0,"exceeds_preferred_stops, very early departure","Boeing 737-800, Boeing 737-800, Boeing 737-900","T, T, T",36yEpZqHYELTvVNss850JbVZDev,3FVTFPyLo19Am9xHlNSwlcbTZKC,2026-12-04T05:11:00Z,2026-12-04T12:27:00Z
american,American AAdvantage,False,2.0,"AA1108, AA1660, AS1417",economy,2,"DFW, LAX","AA, AA, AS",0,False,True,05:11,12:27,616,12500,5.6,USD,5.6,cache:2026-06-27,250.0,255.6,100.0,51.33,100.0,0,0.0,506.93,False,428.0,"not_enough_seats, exceeds_preferred_stops, very early departure","Boeing 737-800, Boeing 737-800, Boeing 737-900",,37x7SxmlPNsobbPCYdhYO2DiVKE,3CEBkW3zDeBQGafQY4usfJjb7fN,2026-12-04T05:11:00Z,2026-12-04T12:27:00Z
american,American AAdvantage,False,2.0,"AA1108, AA1661, AS1407",economy,2,"DFW, LAX","AA, AA, AS",0,False,True,05:11,14:55,764,12500,5.6,USD,5.6,cache:2026-06-27,250.0,255.6,100.0,63.67,100.0,0,0.0,519.27,False,428.0,"not_enough_seats, exceeds_preferred_stops, very early departure","Boeing 737-800, Airbus A321neo/Lr/Xlr, Boeing 737-900",,37x7SxmlPNsobbPCYdhYO2DiVKE,3FVTGfG7dlxlPVTBm3lGQAJUlPs,2026-12-04T05:11:00Z,2026-12-04T14:55:00Z
american,American AAdvantage,False,2.0,"AA1108, AA1996",business,1,DFW,"AA, AA",0,False,True,05:11,11:19,548,150000,5.6,USD,5.6,cache:2026-06-27,3000.0,3005.6,50.0,45.67,100.0,0,0.0,3201.27,False,957.2,"not_enough_seats, very early departure","Boeing 737-800, Airbus A321",,37x7SxmlPNsobbPCYdhYO2DiVKE,3CEBkULaWbq6s5WF65fVwP9KAnN,2026-12-04T05:11:00Z,2026-12-04T11:19:00Z
american,American AAdvantage,False,2.0,"AA1108, AA1996",economy,1,DFW,"AA, AA",0,False,True,05:11,11:19,548,27000,5.6,USD,5.6,cache:2026-06-27,540.0,545.6,50.0,45.67,100.0,0,0.0,741.27,False,428.0,"not_enough_seats, very early departure","Boeing 737-800, Airbus A321",,37x7SxmlPNsobbPCYdhYO2DiVKE,3CEBkWXXQaICshcoEpsRtBHPe1d,2026-12-04T05:11:00Z,2026-12-04T11:19:00Z
american,American AAdvantage,False,2.0,"AA1108, AA2968, AS1407",economy,2,"DFW, LAX","AA, AA, AS",0,False,True,05:11,14:55,764,12500,5.6,USD,5.6,cache:2026-06-27,250.0,255.6,100.0,63.67,100.0,0,0.0,519.27,False,428.0,"not_enough_seats, exceeds_preferred_stops, very early departure","Boeing 737-800, Airbus A321, Boeing 737-900",,37x7SxmlPNsobbPCYdhYO2DiVKE,3FVTGgSObAIEPhqg5sYOhSDTF1r,2026-12-04T05:11:00Z,2026-12-04T14:55:00Z
alaska,Alaska Atmos Rewards,False,1.5,"AA1108, AA810",economy,1,DFW,AA,1,True,True,05:11,13:14,663,17500,18.1,USD,18.1,cache:2026-06-27,262.5,280.6,50.0,55.25,100.0,0,2.0,483.85,False,428.0,very early departure,"Boeing 737-800, Airbus A321","T, T",36yEpZqHYELTvVNss850JbVZDev,3BX4Pj9LdmeH0XKyIy7IXvppwTK,2026-12-04T05:11:00Z,2026-12-04T13:14:00Z
american,American AAdvantage,False,2.0,"AA1108, AA825",business,1,DFW,"AA, AA",0,False,True,05:11,15:05,774,150000,11.2,USD,11.2,cache:2026-06-27,3000.0,3011.2,50.0,64.5,100.0,0,0.0,3225.7,False,957.2,"not_enough_seats, very early departure","Boeing 737-800, Boeing 737-800",,37x7SxmlPNsobbPCYdhYO2DiVKE,3DgF2HLTmUIx0Vj3Rc0mBYRibKC,2026-12-04T05:11:00Z,2026-12-04T15:05:00Z
american,American AAdvantage,False,2.0,"AA1108, AA825",economy,1,DFW,"AA, AA",0,False,True,05:11,15:05,774,11000,11.2,USD,11.2,cache:2026-06-27,220.0,231.2,50.0,64.5,100.0,0,0.0,445.7,False,428.0,"not_enough_seats, very early departure","Boeing 737-800, Boeing 737-800",,37x7SxmlPNsobbPCYdhYO2DiVKE,3DgF2G2N6w1Ls3zNDDMN56rIkH9,2026-12-04T05:11:00Z,2026-12-04T15:05:00Z
united,United MileagePlus,False,1.2,"UA4754, UA1116",economy,1,ORD,"UA, UA",9,True,True,05:45,10:33,468,35200,5.6,USD,5.6,cache:2026-06-27,422.4,428.0,50.0,39.0,100.0,0,18.0,599.0,False,428.0,very early departure,"Embraer E175, Boeing 737 MAX 9","YN, YN",37oCkOSQtqkHAkygGeNpgjuooaw,3FSwhCrn7gFK0NuEQsS2K1TzqSJ,2026-12-04T05:45:00Z,2026-12-04T10:33:00Z
united,United MileagePlus,False,1.2,"UA4754, UA2610",economy,1,ORD,"UA, UA",9,True,True,05:45,11:31,526,35200,5.6,USD,5.6,cache:2026-06-27,422.4,428.0,50.0,43.83,100.0,0,18.0,603.83,False,428.0,very early departure,"Embraer E175, Boeing 757-300","YN, YN",37oCkOSQtqkHAkygGeNpgjuooaw,3FSwh9qoR83xly5YSZtCZ25zSkR,2026-12-04T05:45:00Z,2026-12-04T11:31:00Z
