source,program,used_default_cpp,cents_per_point,flight_numbers,cabin,stops,connections,carriers,remaining_seats,bookable,comparable,depart_time,arrive_time,duration_minutes,mileage_cost,taxes_amount,taxes_currency,taxes_usd,fx_source,points_value_usd,effective_usd,stop_penalty_usd,duration_penalty_usd,time_penalty_usd,next_day_penalty_usd,seat_credit_usd,score,expensive_flag,dynamic_price_threshold_usd,flags,aircraft,fare_classes,availability_id,trip_id,departs_at_raw,arrives_at_raw
alaska,Alaska Atmos Rewards,False,1.5,"AA1476, AA3195",business,1,CLT,AA,1,True,True,00:25,11:14,469,45000,18.1,USD,18.1,cache:2026-06-27,675.0,693.1,50.0,39.08,100.0,0,2.0,880.18,False,957.2,very early departure,"Airbus A321, Airbus A320","U, U",37GL804nXp2GcWCFAY7ph2XNlwe,38ZnUglBrytDnrldG9S5bHtkOsX,2026-12-10T00:25:00Z,2026-12-10T11:14:00Z
american,American AAdvantage,False,2.0,"AA1476, AA3195",business,1,CLT,"AA, AA",0,False,True,00:25,11:14,469,34500,5.6,USD,5.6,cache:2026-06-27,690.0,695.6,50.0,39.08,100.0,0,0.0,884.68,False,957.2,"not_enough_seats, very early departure","Airbus A321, Airbus A320",,38E0hG2HVxc3m7ntd0KG6PeziXo,39sLRzBAKelBv0U0RijONzFNorP,2026-12-10T00:25:00Z,2026-12-10T11:14:00Z
alaska,Alaska Atmos Rewards,False,1.5,"AA1476, AA3195",economy,1,CLT,AA,9,True,True,00:25,11:14,469,22500,18.1,USD,18.1,cache:2026-06-27,337.5,355.6,50.0,39.08,100.0,0,18.0,526.68,False,361.2,very early departure,"Airbus A321, Airbus A320","T, T",37GL804nXp2GcWCFAY7ph2XNlwe,38ZnUgQVEc6YFuBJOSHp3RIw2yC,2026-12-10T00:25:00Z,2026-12-10T11:14:00Z
american,American AAdvantage,False,2.0,"AA1476, AA3195",economy,1,CLT,"AA, AA",0,False,True,00:25,11:14,469,24500,5.6,USD,5.6,cache:2026-06-27,490.0,495.6,50.0,39.08,100.0,0,0.0,684.68,False,361.2,"not_enough_seats, very early departure","Airbus A321, Airbus A320",,38E0hG2HVxc3m7ntd0KG6PeziXo,39sLS2HXXNGwQt8JN77QVn4MwIR,2026-12-10T00:25:00Z,2026-12-10T11:14:00Z
virginatlantic,Virgin Atlantic Flying Club,False,1.0,"DL2789, DL1433",economy,1,MSP,"DL, DL",9,True,True,00:40,11:39,479,29500,5.6,USD,5.6,cache:2026-06-27,295.0,300.6,50.0,39.92,100.0,0,18.0,472.52,False,361.2,very early departure,"Boeing 737-900, Airbus A321","N, N",38E0krFBQTH3Z8XOUi09GUZLLm5,3FYuj2VE6U0yoN3VLmyIq28Xtze,2026-12-10T00:40:00Z,2026-12-10T11:39:00Z
aeroplan,Air Canada Aeroplan,False,1.1,"UA604, UA393",economy,1,IAH,UA,9,True,True,00:45,15:43,718,15000,54.6,CAD,38.45,cache:2026-06-27,165.0,203.45,50.0,59.83,100.0,0,18.0,395.28,False,361.2,very early departure,"Boeing 777, Airbus A319","X, X",378mYdxuuqrZdU9P1xJ8SN6yV66,39JZwq4ji6IG3N8kIPXu07etRwH,2026-12-10T00:45:00Z,2026-12-10T15:43:00Z
azul,Azul TudoAzul,False,2.0,"UA604, UA393",economy,1,IAH,"UA, UA",0,False,True,00:45,15:43,718,18315,46.58,BRL,9.0,cache:2026-06-27,366.3,375.3,50.0,59.83,100.0,0,0.0,585.13,False,361.2,"not_enough_seats, very early departure",,"X, X",38C39yxMfh8j20k8Lg1ZKzpfwuw,38C39viM2dFfZfSDwxv0ROyTpmK,2026-12-10T00:45:00Z,2026-12-10T15:43:00Z
united,United MileagePlus,False,1.2,"UA604, UA4064",economy,1,IAH,"UA, UA",0,False,True,00:45,13:45,600,26800,5.6,USD,5.6,cache:2026-06-27,321.6,327.2,50.0,50.0,100.0,0,0.0,527.2,False,361.2,"not_enough_seats, very early departure","Boeing 777, Embraer E175","YN, YN",382qgydUWdi6iT5DrnHe86Xv1xT,39iS0AKHXR1L4pA9k7qVOdxgNfi,2026-12-10T00:45:00Z,2026-12-10T13:45:00Z
aeroplan,Air Canada Aeroplan,False,1.1,"UA2847, UA1727",economy,1,ORD,UA,7,True,True,00:50,16:57,787,15000,54.6,CAD,38.45,cache:2026-06-27,165.0,203.45,50.0,65.58,100.0,0,14.0,405.03,False,361.2,very early departure,"Airbus A321neo, Airbus A319","X, X",378mYdxuuqrZdU9P1xJ8SN6yV66,3Eq6E8iMdmU6dUyQdwWiP6UcOYi,2026-12-10T00:50:00Z,2026-12-10T16:57:00Z
united,United MileagePlus,False,1.2,"UA2847, UA5756",economy,1,ORD,"UA, UA",0,False,True,00:55,13:00,545,19900,5.6,USD,5.6,cache:2026-06-27,238.8,244.4,50.0,45.42,100.0,0,0.0,439.82,False,361.2,"not_enough_seats, very early departure","Airbus A321neo, Embraer E175","YN, YN",382qgydUWdi6iT5DrnHe86Xv1xT,3FSyHwyw0GNcDVM1x7YgsQYkdhO,2026-12-10T00:55:00Z,2026-12-10T13:00:00Z
united,United MileagePlus,False,1.2,"UA1248, UA1727",economy,1,ORD,"UA, UA",0,False,True,05:00,16:57,537,22100,5.6,USD,5.6,cache:2026-06-27,265.2,270.8,50.0,44.75,100.0,0,0.0,465.55,False,361.2,"not_enough_seats, very early departure","Boeing 737 MAX 9, Airbus A319","YN, YN",382qgydUWdi6iT5DrnHe86Xv1xT,3FSyHuLiT78qHYuCbDFT8X10R4w,2026-12-10T05:00:00Z,2026-12-10T16:57:00Z
